index,country,WHO region,continent,COVID cases/100k,deaths_per_100k,gov_type,capital city latitude,capital city latitude raw,GDP real growth rate,unemployment rate,gini index,inflation rate,median age,total fertility rate,life expectancy,HDI index,GDP per capita,happiness score,corruption index(cpi),abstainer(lifetime),abstain_lt_m,abstain_lt_f,abstainer(12 month),abstain_12m_m,abstain_12m_f,consumer(12 month),consumer gender ratio(male/female),consumers_12m_m,consumers_12m_f,heavy episodic drinking(30 days),heavy_12m_m,heavy_12m_f,alcohol attributable death,alc_death_m,alc_death_f,years of life lost by alcohol,alcohol consumption,alc_csm_m,alc_csm_f,alcohol consumption(drinkers only),alc_csm_dr_m,alc_csm_dr_f,gender gap index,ggi_polit,ggi_econ,ggi_edu,ggi_health,work hours (unpaid+paid+study),upw_f,upw_m,pc_f,pc_m,leis_f,leis_m,oth_time_f,oth_time_m,pws_f,pws_m,health
111,Mexico,Americas,North America,5526.273,256.331,federal republic,19.43333333,19 26 N,2,3.4,48.2,6,28.6,2.22,75.5,0.776,9950,6.465000153,31,23.1,12.7,33.2,57.3,43.6,70.6,42.7,1.918367347,56.4,29.4,18,30.1,6.2,6,9.8,1.3,3,5,8,2.1,15,19.3,7,0.7605,0.479,0.5935,0.9955,0.975,588.685785,331.29083,131.41922,641.76294,624.21899,159.11086,186.60216,23.21456,19.42664,236.32854,478.33298,0.831601024
61,France,Europe,Europe,56430.069,238.688,republic,48.86666667,48 52 N,2.3,9.4,29.3,1.2,41.5,2.06,82.9,0.898,38300,6.663799763,69,9.8,4.7,14.6,24.7,14.2,34.4,75.3,1.307926829,85.8,65.6,36,53.7,18.7,5.8,8.9,2.7,3,12.3,19.2,5.8,15.9,22.6,7.9,0.7875,0.457,0.7235,1,0.97,384.732675,224.03085,134.93945,760.88806,742.95538,269.74338,319.1308,9.9747171,7.8422756,175.36299,235.13206,1.029714227
108,Malta,Europe,Europe,22507.987,157.22,republic,35.88333333,35 53 N,6.7,4.6,28.1,1.3,41.8,1.48,82.5,0.894,27100,6.772799969,53,17.2,8.8,25.5,37,23.8,50,63,1.524,76.2,50,25.6,40.1,10.4,3.5,5.4,1.5,1,8,12.4,3.6,11.7,15.9,5.6,0.703,0.192,0.6555,1,0.965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.972042024
183,United Arab Emirates,Eastern Mediterranean,Asia,10557.599,23.74,federation with specified powers delegated to the UAE federal government and other powers reserved to member emirates,24.46666667,24 28 N,0.8,1.6,NaN,2,37.2,1.73,73.7,0.889,39700,6.790800095,71,70.6,65.4,87.3,81.5,78.3,92.1,18.5,2.746835443,21.7,7.9,6.4,8.2,0.9,3.5,4.1,1.2,1,3.9,4.9,0.8,18.7,20,7,0.716,0.4025,0.5065,0.992,0.963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.787814438
16,Belgium,Europe,Europe,40236.825,286.892,federal parliamentary democracy under a constitutional monarchy,50.83333333,50 50 N,1.7,7.1,25.9,2.2,41.5,1.78,81.4,0.93,42400,6.863500118,76,9.4,4.5,14.2,23.5,13.4,33.2,76.5,1.296407186,86.6,66.8,36.6,54.1,19,5.4,8,2.8,3,11.1,17.2,5.3,15.4,21.7,7.6,0.791,0.48,0.716,1,0.968,427.21596,237.32297,144.17238,677.39722,648.45746,316.70667,365.17313,9.0342674,8.4929714,199.2325,273.70407,0.964901149
185,United States of America,Americas,North America,29404.445,323.187,constitution-based federal republic; strong democratic tradition,38.88333333,38 53 N,2.2,4.4,45,2.1,38.2,1.87,79,0.925,59800,6.939599991,67,9.2,4.4,13.8,28.3,17,39.3,71.7,1.36738056,83,60.7,29,44.7,13.1,4.9,7.5,2.1,3,9.9,15.3,4.6,13.2,18.4,6.5,0.766,0.3305,0.766,0.998,0.97,507.945105,271.28406,165.84395,667.41168,635.36212,265.77472,305.76767,27.808388,19.768225,247.01257,331.74963,0.831618011
65,Germany,Europe,Europe,43843.846,189.729,federal republic,52.51666667,52 31 N,2.5,3.8,27,1.7,47.4,1.46,81.2,0.946,43000,7.075799942,80,7.9,3.7,12,20.6,11.5,29.4,79.4,1.253541076,88.5,70.6,39.7,57.6,21.8,5.2,7.9,2.7,3,12.9,19.9,6.2,16.3,23.2,8,0.7985,0.5295,0.7005,0.9925,0.972,443.84807,242.27838,150.43201,658.66205,637.57751,315.76834,346.25378,17.837324,16.204741,205.45386,289.53189,0.972114801
82,Ireland,Europe,Europe,33817.047,164.57,republic; parliamentary democracy,53.31666667,53 19 N,7.2,6.7,31.3,0.3,37.1,1.96,82,0.951,72600,7.093699932,72,7.4,3.5,11.2,18.7,10.5,26.9,81.3,1.224350205,89.5,73.1,40.5,58.5,22.6,5.1,7.3,2.8,2,12.9,19.6,6.4,14.5,21,7.3,0.802,0.5055,0.7395,0.999,0.964,477.61483,292.5083,126.97815,623.13239,594.72986,286.98392,337.57703,42.442703,39.904442,194.93269,340.81052,0.975670695
40,Costa Rica,Americas,North America,22499.184,177.42,democratic republic,9.933333333,9 56 N,3.3,8.1,48.5,1.6,31.7,1.89,80,0.808,12500,7.121399879,57,27.9,16,39.6,63.4,50.5,76.1,36.6,2.071129707,49.5,23.9,14.5,24.5,4.4,4.1,6.2,1.2,2,4.9,7.8,2,12.5,15.8,5.6,0.791,0.555,0.6345,0.9995,0.973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.939635336
83,Israel,Europe,Asia,54533.98,136.86,parliamentary democracy,31.76666667,31 46 N,3.3,4.2,42.8,0.2,30.1,2.63,83,0.916,37600,7.128600121,60,24.4,13.4,34.9,45,31.1,58.4,55,1.65625,68.9,41.6,18.4,30.4,6.4,2.5,4.2,0.8,1,4.2,6.6,1.9,6.4,8.6,3.1,0.7255,0.234,0.703,1,0.964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.008052945
173,The United Kingdom,Europe,Europe,35353.533,289.929,constitutional monarchy,51.5,51 30 N,1.7,4.4,32.4,2.7,40.5,1.88,81,0.928,46200,7.164500237,77,11,5.3,16.4,26.6,15.7,37,73.4,1.338095238,84.3,63,33.7,50.9,16.7,4.6,6.9,2.5,2,11.5,17.8,5.4,14.7,20.7,7.3,0.7775,0.421,0.7245,0.999,0.9655,456.76741,248.63229,140.0818,655.42712,634.91687,284.67795,326.51575,35.057838,29.869604,216.20476,308.61597,0.97570008
8,Australia,Western Pacific,Oceania,41634.28,59.816,federal parliamentary democracy,35.26666667,35 16 S,2.2,5.6,30.3,2,38.8,1.77,82.9,0.943,58600,7.222799778,77,8.5,4.1,12.9,20.6,11.7,29.4,79.4,1.250708215,88.3,70.6,39.2,57,21.3,4.6,6.9,2.2,2,10.5,16,5.2,13.2,18.5,6.5,0.7345,0.258,0.7205,0.9925,0.968,479.325795,311,171.59583,666,649.25433,269,297.03137,22,18.062717,172,304.05576,1.022607684
32,Canada,Americas,North America,11680.086,126.601,"a parliamentary democracy, a federation, and a constitutional monarchy",45.41666667,45 25 N,3,6.3,32.1,1.6,42.4,1.6,82.2,0.928,44800,7.23210001,77,12.2,6,18.2,35.5,22.7,47.9,64.5,1.483685221,77.3,52.1,24.2,38.5,9.8,4.5,7.1,1.9,2,8.9,14,4.1,13.4,18.3,6.4,0.732,0.2915,0.7225,0.9435,0.9705,490.29537,223.6564,148.13789,652.76111,621.77661,259.66452,297.80487,35.63406,31.768059,268.28391,340.51254,1.022501945
102,Luxembourg,Europe,Europe,49007.999,185.591,constitutional monarchy,49.6,49 36 N,2.3,5.8,30.4,2.1,39.3,1.62,82.9,0.913,104000,7.237500191,80,3.4,1.6,5.3,8.2,4.2,12.3,91.8,1.092360319,95.8,87.7,51.2,68.9,33.2,5.8,8.7,3,2,12.9,19.5,6.4,13.7,19.9,6.9,0.731,0.2525,0.7075,0.9995,0.965,464.777015,239.61743,121.07518,694.01245,676.8634,253.02322,299.04138,14.512388,13.025016,238.86639,329.99503,0.986442685
9,Austria,Europe,Europe,62407.989,238.196,federal republic,48.2,48 12 N,3,5.5,30.5,2.2,44.2,1.48,82.1,0.921,46300,7.294199944,76,8.8,4.1,13.2,21.9,12.3,31.1,78.1,1.272859216,87.7,68.9,37.7,55.3,20,5.3,8.6,2.3,2,12,18.5,5.8,14.4,20.5,7.1,0.779,0.48,0.669,0.997,0.97,508.996715,269.172,135.28297,640.78497,623.62311,274.27515,308.09048,7.2275581,8.0014725,248.75507,364.78339,1.000933528
123,New Zealand,Western Pacific,Oceania,39793.121,45.871,parliamentary democracy and a Commonwealth realm,41.3,41 18 S,3,4.7,36.2,1.9,38.1,2.01,81.8,0.928,40300,7.299600124,88,10.6,5.1,15.8,25.4,14.9,35.2,74.6,1.313271605,85.1,64.8,35.2,53.1,18.3,4.2,6.3,2.1,2,10.6,16.4,5.2,13.7,19.4,6.9,0.8405,0.645,0.7505,1,0.966,474,264,141,656,639,295,306,19,16,205,338,1.008138299
167,Sweden,Europe,Europe,25433.681,203.668,constitutional monarchy,59.33333333,59 20 N,2.1,6.7,24.9,1.9,41.1,1.87,82.7,0.943,53000,7.353499889,85,11.6,5.7,17.5,27,16.1,37.8,73,1.348874598,83.9,62.2,32.4,48.9,15.5,3.6,5.8,1.5,2,8.9,13.7,4.2,12,16.6,5.8,0.8225,0.5185,0.811,0.998,0.9625,489.67199,220.15288,171,633.43988,611,306.21265,338,5.0034747,7,275.1911,313,0.986470461
122,Netherlands,Europe,Europe,49070.546,131.609,constitutional monarchy,52.35,52 21 N,2.9,4.9,30.3,1.3,42.7,1.78,81.7,0.942,47800,7.448900223,82,12.1,5.9,18.1,27.9,16.7,38.8,72.1,1.361111111,83.3,61.2,31.6,48,14.9,3.6,5.7,1.7,2,9.6,14.8,4.5,11.4,15.9,5.5,0.7645,0.4035,0.694,1,0.962,428.36748,224.94611,145.41707,696.65802,666.23254,300.22305,329.58533,16.739883,13.825583,201.43257,284.93921,0.975675344
129,Norway,Europe,Europe,27365.703,81.676,constitutional monarchy,59.91666667,59 55 N,1.9,4.2,26.8,1.9,39.3,1.85,82.8,0.956,76000,7.487999916,84,9.3,4.5,14.2,21,12,30.2,79,1.260744986,88,69.8,35.4,52.2,17.9,3.4,5.4,1.4,2,7.4,11.2,3.6,9.7,13.4,4.7,0.847,0.651,0.7785,0.9945,0.964,436.633605,227.40991,168.48694,641.81549,614.54816,365.84821,370.3389,4.9389901,9.2430582,199.98746,277.3829,1.008071899
77,Iceland,Europe,Europe,56894.165,60.143,constitutional republic,64.15,64 09 N,4,2.8,28,1.8,36.7,1.99,84,0.946,57700,7.504499912,75,12.7,6.3,19.1,28.5,17.4,39.7,71.5,1.369817579,82.6,60.3,30.6,46.7,14.1,3.8,5.6,2,2,9.1,13.9,4.3,11.8,16.4,5.8,0.9,0.817,0.8245,0.996,0.964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000843406
168,Switzerland,Europe,Europe,49881.439,158.725,formally a confederation but similar in structure to a federal republic,46.91666667,46 55 N,1.7,3.2,29.5,0.5,42.5,1.56,83.9,0.955,88000,7.559899807,85,7.5,3.5,11.4,18.8,10.4,27,81.2,1.22739726,89.6,73,39.9,57.7,22,4.5,7,2.2,2,11.5,17.7,5.6,13.6,19.4,6.7,0.7965,0.4965,0.736,0.99,0.964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.040533185
47,Denmark,Europe,Europe,57577.58,129.286,constitutional monarchy,55.66666667,55 40 N,2.3,5.7,29,1.1,41.9,1.78,81.1,0.939,56600,7.645599842,88,10.7,5.2,16.1,25.6,15,35.8,74.4,1.323987539,85,64.2,34,51,16.9,5.6,8.6,2.6,2,10.3,15.8,4.9,13.2,18.6,6.5,0.766,0.3705,0.729,0.999,0.964,441.799265,242.80872,186.13608,673.37854,643.03949,319.61255,339.5426,9.6142054,11.214058,194.58598,260.06775,0.979332566
60,Finland,Europe,Europe,25234.033,131.486,republic,60.16666667,60 10 N,2.8,8.5,27.2,0.8,42.6,1.75,81.8,0.937,45600,7.808700085,85,11.4,5.5,17.1,27.5,16.2,38.3,72.5,1.358184765,83.8,61.7,33.3,50.1,16.2,5.8,9.1,2.5,3,10.8,16.8,5.1,14,19.6,6.8,0.8605,0.6755,0.7975,1,0.97,425.84257,235.76947,157.46492,650.72681,630.11621,303.60413,358.7395,40.008617,45.119598,209.89101,248.55974,0.961271405
3,Andorra,Europe,Europe,60601.825,201.903,parliamentary democracy,42.5,42 30 N,-1.1,3.7,NaN,-0.9,44.9,1.41,NaN,NaN,NaN,NaN,NaN,10.3,5,15.6,25.4,14.8,35.7,74.6,1.32503888,85.2,64.3,34.9,51.9,17.4,NaN,NaN,NaN,NaN,11,17.2,5.2,14.5,20.2,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,Angola,Africa,Africa,318.491,5.854,republic,8.833333333,8 50 S,-2.5,6.6,42.7,29.8,15.9,6.09,64.6,0.582,3600,NaN,NaN,33.9,20.6,46.7,52.3,38.4,65.7,47.7,1.795918367,61.6,34.3,37.6,54.1,21.9,6.8,10.4,2.6,5,6.9,11.1,3.1,13.2,17,6.4,0.6475,0.2455,0.6415,0.726,0.976,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,Antigua and Barbuda,Americas,South America,9298.573,149.088,constitutional monarchy,17.11666667,17 07 N,2.8,11,NaN,2.5,32.2,1.99,NaN,NaN,NaN,NaN,NaN,27.7,15.5,38.5,50.6,36.1,63.5,49.4,1.750684932,63.9,36.5,23.5,38.8,9.8,4.5,7.2,1.5,3,6.4,10.3,2.9,13.9,18.5,6.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Bahamas,Americas,North America,9529.961,211.828,constitutional parliamentary democracy,25.08333333,25 05 N,1.4,10.1,NaN,1.4,32.3,1.94,73.8,0.812,32700,NaN,NaN,33,19.5,45.6,56.2,42.1,69.5,43.8,1.898360656,57.9,30.5,19.6,32.6,7.1,4.7,7.3,1.3,3,4.8,7.6,2.1,9.6,12.5,4.5,0.725,0.064,0.857,1,0.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14,Barbados,Americas,North America,36334.406,197.303,parliamentary democracy,13.1,13 06 N,-0.2,10.1,NaN,4.4,38.9,1.68,76.5,0.81,16800,NaN,NaN,25.1,13.6,35.3,49.5,34.8,62.6,50.5,1.743315508,65.2,37.4,26.4,42.4,11.5,3.6,6.4,0.9,2,9.7,16,4.1,18.2,24.5,8.6,0.767,0.272,0.8345,0.992,0.968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17,Belize,Americas,North America,17364.974,173.026,parliamentary democracy,17.25,17 15 N,0.8,9,NaN,1.1,23.7,2.8,74.4,0.714,4710,NaN,NaN,34.4,21,47.4,58.5,45.1,71.6,41.5,1.933098592,54.9,28.4,18.7,31.1,6.6,6.5,9.6,1.9,4,6.2,9.9,2.6,15.4,19.8,7.3,0.697,0.075,0.738,0.994,0.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19,Bhutan,South-East Asia,Asia,8100.357,2.722,constitutional monarchy,27.46666667,27 28 N,7.4,3.2,38.8,5.8,28.1,1.87,73,0.649,3100,NaN,NaN,64.8,52.5,79.6,70.4,60.2,82.7,29.6,2.300578035,39.8,17.3,10.8,17.5,2.6,2.4,3.6,1.1,2,0.4,0.7,0.2,1.8,2.2,0.8,0.638,0.0875,0.5465,0.9545,0.9625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24,Brunei Darussalam,Western Pacific,Asia,58956.201,32.687,constitutional sultanate,4.883333333,4 53 N,1.3,6.9,NaN,-0.2,30.5,1.77,74.2,0.836,29800,NaN,NaN,38.6,42.2,34.7,66.7,62.7,70.9,33.3,1.281786942,37.3,29.1,9.8,13.9,5.5,2.2,2.9,1.4,1,0.5,0.7,0.2,1.2,1.6,0.6,0.679,0.031,0.724,0.9945,0.9655,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28,Cote d'Ivoire,Africa,Africa,333.172,3.147,republic,6.816666667,6 49 N,7.8,9.4,41.5,0.8,19.9,3.83,63.6,0.534,2250,NaN,NaN,56.7,45.7,68.3,61.5,47.7,75.9,38.5,2.170124481,52.3,24.1,17.1,28.4,5.2,5.7,8.4,2.5,5,2.7,4.3,1.1,20.3,25.3,9.5,0.6665,0.11,0.677,0.9095,0.9695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,Cabo Verde,Africa,Africa,11329.581,74.102,republic,14.91666667,14 55 N,4,9,NaN,0.8,25.8,2.21,NaN,NaN,NaN,NaN,NaN,55.7,44.2,67,66.2,53.1,78.6,39.4,2.152,53.8,25,13.5,23.4,4,4.5,7.2,1.9,3,5.6,8.8,2.4,16.8,21.1,7.8,0.744,0.269,0.7485,0.986,0.974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33,Central African Republic,Africa,Africa,316.993,2.34,republic,4.366666667,4 22 N,4.3,6.9,43.6,4.1,19.8,4.25,51.5,0.395,413,NaN,NaN,43.7,28.8,58,62.4,49.2,75.1,37.6,2.040160643,50.8,24.9,28.2,42.9,14.3,3.6,5.5,1.5,5,2.4,3.9,1,8.3,10.5,3.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38,Comoros,Africa,Africa,1030.933,18.399,republic,11.7,11 42 S,2.7,6.5,55.9,1,20.2,3.21,68.5,0.552,1290,NaN,NaN,93.3,89.8,96.9,95.9,93.8,98.1,4.1,3.263157895,6.2,1.9,0.3,0.5,0,0.9,1.4,0.4,1,0.7,1.2,0.2,17.9,21.1,7.8,0.631,0.09,0.523,0.943,0.968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39,Congo,Africa,Africa,454.397,6.995,republic,4.25,4 15 S,-3.1,36,48.9,0.5,19.6,4.26,65,0.573,1840,NaN,NaN,29.7,17.4,41.8,48.3,34.5,62,51.7,1.723684211,65.5,38,41.7,58.2,25.4,8.3,12.4,3.7,5,9.3,14.6,4,14.1,18.5,6.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
42,Cuba,Americas,North America,9812.145,75.309,Communist state,23.11666667,23 07 N,1.6,2.6,NaN,5.5,41.8,1.71,78.3,0.781,8040,NaN,NaN,29.7,17.3,42.1,53.9,40.1,67.7,46.1,1.854489164,59.9,32.3,22.2,35.7,8.3,4.2,6.6,1.3,2,5.8,9.3,2.4,14.6,18.6,6.5,0.746,0.382,0.63,0.998,0.973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44,Czechia,Europe,Europe,42624.163,391.642,parliamentary democracy,50.08333333,50 05 N,NaN,NaN,NaN,NaN,NaN,NaN,79.3,0.898,19700,NaN,NaN,9.3,4.4,14,24.6,14,34.6,75.4,1.314984709,86,65.4,47,65.3,28.6,6.2,9.4,2.9,3,14.5,22.3,7,18.2,25.8,8.9,0.6715,0.145,0.616,0.945,0.978,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45,Democratic People's Republic of Korea,South-East Asia,NaN,0,0,Communist state one-man dictatorship,39.01666667,39 01 N,-1.1,25.6,NaN,NaN,34.2,1.94,NaN,NaN,NaN,NaN,NaN,58,44.4,70.8,59.7,46.3,72.3,40.3,1.938628159,53.7,27.7,13.9,23.6,4.3,3.4,5.7,0.8,3,3.8,6.3,1.5,8.3,10.9,3.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46,Democratic Republic of the Congo,Africa,Africa,105.183,1.625,republic,4.316666667,4 19 S,3.4,NaN,42.1,41.5,18.8,4.54,64.7,0.478,507,NaN,NaN,45.1,30.4,59.6,63.6,50.8,76.2,36.4,2.067226891,49.2,23.8,27.1,41.3,13.4,4,6,1.8,5,2,3.2,0.8,6.7,8.4,3.2,0.5755,0.099,0.568,0.6595,0.976,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48,Djibouti,Eastern Mediterranean,Africa,1588.057,19.13,republic,11.58333333,11 35 N,6.7,40,40.9,0.7,24.2,2.27,66.7,0.518,3090,NaN,NaN,68.9,56.2,81.6,80.3,71.8,88.9,19.7,2.540540541,28.2,11.1,7.7,13.4,1.9,1.7,2.3,1,2,0.4,0.8,0.1,2.6,3.2,1.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49,Dominica,Americas,South America,21891.625,102.791,parliamentary democracy,15.3,15 18 N,-4.7,23,NaN,0.6,34,2.03,NaN,NaN,NaN,NaN,NaN,30.2,17.7,42.5,54.8,41,68.3,45.2,1.861198738,59,31.7,21.9,35.5,8.3,NaN,NaN,NaN,NaN,11.2,18.1,4.6,17.2,22.2,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
54,Equatorial Guinea,Africa,Africa,1217.832,13.044,republic,3.75,3 45 N,-3.2,8.6,NaN,0.7,19.9,4.29,65.8,0.582,8120,NaN,NaN,14.5,7.5,22,27.1,16.7,38.3,72.9,1.350081037,83.3,61.7,63.1,77.6,47.3,9.4,13.1,4.2,5,7.2,10.1,3.3,15.8,21.1,7.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,Eritrea,Africa,Africa,287.304,2.904,transitional government,15.33333333,15 20 N,5,5.8,NaN,9,19.9,3.9,NaN,NaN,NaN,NaN,NaN,68.1,55.1,80.8,79.7,70.8,88.4,20.3,2.517241379,29.2,11.6,8,14.2,2.1,2.2,7.8,2.1,3,1.4,2.4,0.5,5.9,7.2,2.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
57,Eswatini,Africa,Africa,6358.584,122.569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,57.8,0.605,3780,NaN,NaN,55.8,40.8,70.2,71.2,59.6,82.3,28.8,2.282485876,40.4,17.7,16.4,27.5,6,5,3.1,1.1,5,10,17,3.8,32.7,40.6,15.3,0.728,0.157,0.789,0.985,0.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
59,Fiji,Western Pacific,Oceania,7627.35,97.942,republic,18.13333333,18 08 S,3,4.5,NaN,3.4,29.2,2.37,68.3,0.742,5940,NaN,NaN,60.2,46.1,74.7,82.3,74.5,90.2,17.7,2.602040816,25.5,9.8,11.1,18.2,3.7,1.7,2.5,0.6,1,3.3,5.5,1.1,15.2,18.5,6.6,0.675,0.155,0.577,0.997,0.972,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
63,Gambia,Africa,Africa,520.8,15.393,republic,13.45,13 27 N,4.6,NaN,50.2,8,21.3,3.42,66.4,0.487,693,NaN,NaN,68.5,58.1,78.4,73.3,62.2,83.8,26.7,2.333333333,37.8,16.2,9.5,17,2.5,3.3,5.1,1.3,4,3.6,6.1,1.2,13.6,16.9,6.4,0.6425,0.115,0.6055,0.882,0.968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
68,Greenland,Europe,Europe,21086.099,36.99,parliamentary democracy within a constitutional monarchy,64.18333333,64 11 N,7.7,9.1,33.9,0.3,34,1.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,#DIV/0!,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
69,Grenada,Americas,North America,17446.211,210.624,parliamentary democracy,12.05,12 03 N,5.1,24,NaN,0.9,32.1,2,NaN,NaN,NaN,NaN,NaN,26.6,15.1,38,50.4,36.4,64.3,49.6,1.781512605,63.6,35.7,25.2,39.9,10.2,4.6,8.2,1,3,9.5,15.1,3.9,17.6,22.9,8.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
72,Guinea-Bissau,Africa,Africa,449.593,8.943,republic,11.85,11 51 N,5.9,NaN,NaN,1.1,17.8,4.81,60.3,0.472,638,NaN,NaN,66.1,55.1,76.8,71.2,59.5,82.5,28.8,2.314285714,40.5,17.5,10.8,18.9,2.9,4,6.4,1.5,5,5.4,9,2,15.6,19.2,7.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
73,Guyana,Americas,South America,9100.988,163.371,republic,6.8,6 48 N,2.1,11.1,44.6,2,26.7,1.97,67.1,0.68,6180,NaN,NaN,36.3,22.6,50,60.9,47.8,74.1,39.1,2.015444015,52.2,25.9,17.6,29.2,5.9,6.4,10.2,1.6,5,6.9,11,2.7,15.1,19.1,7,0.74,0.31,0.68,0.9895,0.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
90,Kiribati,Western Pacific,NaN,2871.518,10.883,republic,1.35,1 21 N,3.1,30.6,NaN,0.4,25,2.34,NaN,NaN,NaN,NaN,NaN,70.5,57.7,82.4,87.9,81.9,93.5,12.1,2.784615385,18.1,6.5,6.7,11.8,2,1.3,1.9,0.7,1,0.5,0.8,0.2,3.2,3.9,1.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
94,Lao People's Democratic Republic,Western Pacific,Asia,2977.915,10.405,Communist state,17.96666667,17 58 N,6.9,0.7,36.7,0.8,23.4,2.65,68.6,0.609,2480,NaN,NaN,35.5,21.9,48.7,60,46.6,73,40,1.977777778,53.4,27,16.6,28.1,5.5,7,10.8,2.9,5,10.7,17.1,4.6,24.5,31.3,11.6,0.7415,0.131,0.899,0.9615,0.975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
97,Lesotho,Africa,Africa,1609.99,32.956,parliamentary constitutional monarchy,29.31666667,29 19 S,-1.6,28.1,63.2,5.3,24.4,2.59,51.4,0.522,1110,NaN,NaN,70.6,58,82.8,82.2,73.9,90.1,17.8,2.636363636,26.1,9.9,8.5,14.9,2.4,3.3,5.4,1.3,5,4.6,7.9,1.6,26.1,31.6,11.9,0.699,0.168,0.6485,1,0.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
